model,draws,sharpe_mean,sharpe_p05,sharpe_p50,sharpe_p95,prob_sharpe_gt_0,prob_sharpe_gt_spy,prob_sharpe_gt_v12
SPY_BH,100,0.8304223788031938,0.46320184331037545,0.8067295855954553,1.2298111962274372,1.0,,
v12,100,1.1867493231049508,0.846849075956286,1.1485599120559704,1.5883428932061219,1.0,,
v17_conservative,100,1.1301666533515873,0.8096139428386387,1.1018047056841134,1.4758541770212115,1.0,0.83,0.44
