regime,days,v17_total_return,v12_total_return,spy_total_return,v17_sharpe,v12_sharpe,spy_sharpe,annualized_mean_return_delta_v17_minus_v12,p_fail_mean_return_vs_v12
DUAL_BOOST,708,1.0349062355115577,0.8171865684950039,0.8164335049967695,1.9025334482467966,1.9568369635570453,1.957102949110708,0.043485322995376684,0.0
YC_BOOST,722,1.0053104853308192,0.8941364486133696,0.87323166906742,1.3576874022753604,1.3737527843928186,1.3547274440224288,0.02315160753621293,0.002
CALM_BULL_BOOST,956,0.6364560996862878,0.6038784376659245,0.5813323355102125,1.1137252909059532,1.1290064648994562,1.0983897315287148,0.005998210103027251,0.074
NERVOUS_MARKET,274,0.3137728486563953,0.2629890836694835,0.321555400993327,1.1909077184154135,1.1388415081473822,1.3512972036439865,0.04169425766688587,0.046
NORMAL,728,-0.07070333853512334,-0.06947587555542567,-0.06378271828470339,-0.2194155118485379,-0.2183882049143204,-0.20364833792293513,-0.0003342121433421712,0.494
LEVERAGED_LONG,544,3.848464343081421,3.884714430416161,1.683404713325956,2.371674775914475,2.384335816300131,2.187341233221376,-0.0033551634060801274,0.886
DEFENSIVE,378,0.005482766814893569,0.007696966984365172,-0.12849920965324257,0.07920360259683334,0.08491230790433743,-0.08029633066687462,-0.0011867388656432846,0.504
CRASH_SHORT,88,0.03607619587168931,0.03740212486385652,-0.19692755897456415,0.42189179519959563,0.4357766733959884,-2.2561560881377445,-0.003632160782186452,1.0
