model,n,assumed_trials,annual_sharpe,daily_sharpe,deflated_threshold_daily,deflated_threshold_annual,deflated_sharpe_probability,skew,kurtosis
SPY_BH,4398,80,0.8072333730577669,0.05085092274053996,0.037395886551446836,0.593641295231479,0.8110832379504487,-0.297643028932132,13.955485171142598
v12,4398,80,1.1209509458683686,0.07061327225405545,0.03698305508968415,0.5870877989442349,0.987088389678434,0.18458390119195558,12.288111386022832
v17_conservative,4398,80,1.1446171740218407,0.07210410449607932,0.0370362074447777,0.5879315664232846,0.9898513822943537,0.12226547247989508,10.796131651572788
