period,model,n,total_return,cagr,annual_vol,sharpe,max_drawdown,calmar,hit_rate,avg_exposure,pct_levered,pct_short,tc_bps
full,v17_conservative,4398,35.32522357706286,0.22856466318560154,0.18958757729338085,1.10725478614954,-0.2436131164300609,0.9382280664318022,0.5534333788085494,1.073524329240564,0.7285129604365621,0.020009095043201454,20.0
holdout_2021_plus,SPY_BH,1348,1.1236996887547628,0.15119254603841603,0.16906427892469064,0.717446411375831,-0.24496379256133927,0.6172036465370988,0.5459940652818991,1.0,0.0,0.0,20.0
holdout_2021_plus,v12,1348,2.082852274667697,0.23425981806034124,0.16202009009388485,1.1717260808838996,-0.1763354626447663,1.3284895423007765,0.5497032640949555,0.9002225519287834,0.09643916913946587,0.05118694362017804,20.0
holdout_2021_plus,v17_conservative,1348,2.2899203489456554,0.24935111260733,0.17281412987000036,1.1793430532789877,-0.1796738816670551,1.3877983282477881,0.5519287833827893,0.9832789317507419,0.7574183976261127,0.05118694362017804,20.0
full,SPY_BH,4398,11.502730232086712,0.15573171619615067,0.18280659187747392,0.8072333730577668,-0.3371726149351544,0.46187534010169023,0.5541155070486585,1.0,0.0,0.0,30.0
full,v12,4398,26.9809734870205,0.21032906629296932,0.18100399077750753,1.0682874612058222,-0.24340895799085904,0.8640974762353159,0.5534333788085494,0.9890177353342428,0.12369258753979082,0.020009095043201454,30.0
full,v17_conservative,4398,32.40911086298307,0.2226878278796267,0.18953504720970987,1.0821980006025436,-0.2443679085933892,0.9112809826848558,0.5511596180081856,1.073524329240564,0.7285129604365621,0.020009095043201454,30.0
holdout_2021_plus,SPY_BH,1348,1.1236996887547628,0.15119254603841603,0.16906427892469064,0.717446411375831,-0.24496379256133927,0.6172036465370988,0.5459940652818991,1.0,0.0,0.0,30.0
holdout_2021_plus,v12,1348,1.9942126782479601,0.22754663991656332,0.16202757429642353,1.137995475495216,-0.18121853432554824,1.2556477225877427,0.548219584569733,0.9002225519287834,0.09643916913946587,0.05118694362017804,30.0
holdout_2021_plus,v17_conservative,1348,2.185738975650331,0.2418579858640435,0.17280889383666218,1.1445377348408852,-0.18478236420296168,1.308880243562589,0.5497032640949555,0.9832789317507419,0.7574183976261127,0.05118694362017804,30.0
