,v12_signal,v17_signal,calm_bull_trigger,spy_above_trend,spy_momentum_13w,spy_rv_26w,spy_rv_ref_55p,vix,vix_ma_52w,yc_pos_steep,t10y2y,t10y2y_chg_13w,tier_intersection,tier_cb_only,tier_cb_weak,tier_cb_strong,tier_yc_only,spy_ma20,spy_dd_52w,vix3m,vix_contango,hy_oas,hy_oas_ma_26w,hy_oas_chg_4w,credit_ok,tier_nervous_market
2013-04-12,1.0,1.0,1,1,0.08456105676920367,0.1107418899015218,0.13765714628757147,12.0600004196167,16.245384601446297,0,1.53,-0.09999999999999987,0,1,1,0,0,119.3739143371582,0.0,14.020000457763672,1,,,,0,0
2013-04-19,1.0,1.0,1,1,0.05286551845878584,0.1164878111952867,0.13765714628757147,14.970000267028809,16.19788459631113,0,1.49,-0.1200000000000001,0,1,1,0,0,119.97196006774902,-0.020906919084654807,16.170000076293945,1,,,,0,0
2013-04-26,1.0,1.0,1,1,0.057862164361404345,0.11502862512759161,0.13765714628757147,13.609999656677246,16.14576921096215,0,1.48,-0.21999999999999997,0,1,1,0,0,120.67008934020996,-0.003527009679121451,14.890000343322754,1,,,,0,0
2013-05-03,1.0,1.0,1,1,0.07172528904850761,0.11678986087910113,0.13765714628757147,12.850000381469727,16.024423067386333,0,1.56,-0.20999999999999996,0,1,1,0,0,121.5056308746338,0.0,14.449999809265137,1,,,,0,0
2013-05-10,1.0,1.0,1,1,0.08127104625512782,0.10866364322544741,0.13765714628757147,12.59000015258789,15.884038466673632,0,1.64,-0.10000000000000009,0,1,1,0,0,122.35544090270996,0.0,14.710000038146973,1,,,,0,0
2013-05-17,1.0,1.0,1,1,0.10237642699926686,0.1064098391340778,0.13765714628757147,12.449999809265137,15.640769224900465,0,1.69,-0.030000000000000027,0,1,1,0,0,123.45627479553222,0.0,15.170000076293945,1,,,,0,0
2013-05-24,1.0,1.4,1,1,0.09319414376232249,0.10092373482783216,0.13765714628757147,13.989999771118164,15.491346139174242,1,1.75,0.050000000000000044,1,0,0,0,0,124.23953628540039,-0.009763944107677447,15.920000076293945,1,,,,0,0
2013-05-31,1.0,1.22,0,1,0.07933025143006245,0.10403021536479685,0.13765714628757147,16.299999237060547,15.292115358205942,1,1.86,0.25,0,0,0,0,1,124.92055702209473,-0.020905903831722306,17.1299991607666,1,,,,0,0
2013-06-07,1.0,1.4,1,1,0.06493178084774187,0.10390052404772662,0.13765714628757147,15.140000343322754,15.174999988996065,1,1.85,0.06000000000000005,1,0,0,0,0,125.60540008544922,-0.012818733972010832,16.719999313354492,1,,,,0,0
2013-06-14,1.0,1.22,0,1,0.047166858316254556,0.10572800372441657,0.13765714628757147,17.149999618530273,15.098846123768734,1,1.85,0.09000000000000008,0,0,0,0,1,126.14903144836425,-0.022522903495018842,18.299999237060547,1,,,,0,0
2013-06-21,1.0,1.22,0,1,0.027710622212052893,0.11142445764947899,0.13765714628757147,18.899999618530273,15.114038412387554,1,2.14,0.4700000000000002,0,0,0,0,1,126.52256469726562,-0.04210033718351758,19.489999771118164,1,,,,0,0
2013-06-28,1.0,1.22,0,1,0.029353913820670652,0.1057738076996924,0.13765714628757147,16.860000610351562,15.109807656361507,1,2.16,0.54,0,0,0,0,1,126.92807350158691,-0.033971165106088996,18.389999389648438,1,,,,0,0
2013-07-05,1.0,1.4,1,1,0.05621673919991221,0.08997064996592459,0.13765714628757147,14.890000343322754,15.06730765562791,1,2.33,0.8500000000000001,1,0,0,0,0,127.42575149536133,-0.018314452717389185,16.8799991607666,1,,,,0,0
2013-07-12,1.0,1.4,1,1,0.06042997317826582,0.09564433935111087,0.13765714628757147,13.84000015258789,15.011538432194637,1,2.24,0.7100000000000002,1,0,0,0,0,128.1126792907715,0.0,15.649999618530273,1,,,,0,0
2013-07-19,1.0,1.4,1,1,0.09380680208931058,0.09575329754863313,0.13755925150875312,12.539999961853027,14.939807653427124,1,2.18,0.6900000000000002,1,0,0,0,0,128.85757713317872,0.0,15.039999961853027,1,,,,0,0
2013-07-26,1.0,1.4,1,1,0.0743481131352588,0.09545789261647404,0.1334112955984884,12.720000267028809,14.86326918235192,1,2.27,0.79,1,0,0,0,0,129.46749725341797,-0.0003546373404061942,14.800000190734863,1,,,,0,0
2013-08-02,1.0,1.4,1,1,0.06497191640946243,0.09579711274899068,0.1326934708577723,11.979999542236328,14.792884551561796,1,2.33,0.77,1,0,0,0,0,130.10826377868653,0.0,14.029999732971191,1,,,,0,0
2013-08-09,1.0,1.4,1,1,0.04158757591923612,0.098043475309597,0.1326301799307684,13.40999984741211,14.767307629952064,1,2.25,0.6100000000000001,1,0,0,0,0,130.6923038482666,-0.009593304848444784,15.100000381469727,1,,,,0,0
2013-08-16,1.0,1.22,0,1,-0.0013928735437230833,0.10431135540384052,0.13257871717740785,14.369999885559082,14.784999939111563,1,2.48,0.79,0,0,0,0,1,131.0936695098877,-0.02995010055939107,15.9399995803833,1,,,,0,0
2013-08-23,1.0,1.4,1,1,0.013257798725500702,0.10403072101180111,0.13246463481044993,13.979999542236328,14.761923001362728,1,2.42,0.6699999999999999,1,0,0,0,0,131.58717079162597,-0.025328865013936164,15.550000190734863,1,,,,0,0
2013-08-30,1.0,1.22,0,1,0.006521591185135955,0.10850445882699908,0.13239495822773176,17.010000228881836,14.753076865122868,1,2.39,0.53,0,0,0,0,1,131.81572799682618,-0.04270246355242491,18.049999237060547,1,,,,0,0
2013-09-06,1.0,1.22,0,1,0.012854939808136345,0.10637562280808736,0.13206052224686615,15.850000381469727,14.78134610102727,1,2.48,0.6299999999999999,0,0,0,0,1,132.2731140136719,-0.028721960361336563,17.170000076293945,1,,,,0,0
2013-09-13,1.0,1.4,1,1,0.043178972912279345,0.10888919773047548,0.13151310342228753,14.15999984741211,14.774615324460543,1,2.45,0.6000000000000001,1,0,0,0,0,132.75239295959472,-0.009476397270380188,15.699999809265137,1,,,,0,0
2013-09-20,1.0,1.4,1,1,0.07846896728557118,0.10945357735853688,0.1312263823272731,13.119999885559082,14.758076869524443,1,2.41,0.27,1,0,0,0,0,133.1958393096924,0.0,15.319999694824219,1,,,,0,0
2013-09-27,1.0,1.22,0,1,0.05805587256306155,0.1112987246877168,0.1308033536589464,15.460000038146973,14.752884571368877,1,2.3,0.13999999999999968,0,0,0,0,1,133.4845989227295,-0.010602021807660789,16.040000915527344,1,,,,0,0
2013-10-04,1.0,1.0,0,1,0.04105796808702,0.10978254108776145,0.1305326655462605,16.739999771118164,14.79923072228065,0,2.33,0.0,0,0,0,0,0,133.631400680542,-0.010719072199735336,17.209999084472656,1,,,,0,0
2013-10-11,1.0,1.22,0,1,0.021371495698780052,0.10614186770548283,0.12985920848778185,15.720000267028809,14.791153816076426,1,2.35,0.10999999999999988,0,0,0,0,1,133.89872093200682,-0.0026941504232511626,16.56999969482422,1,,,,0,0
2013-10-18,1.0,1.4,1,1,0.0358815351971109,0.10402103799392752,0.1294315091504646,13.039999961853027,14.713846133305477,1,2.27,0.08999999999999986,1,0,0,0,0,134.40724601745606,0.0,14.920000076293945,1,,,,0,0
2013-10-25,1.0,1.0,1,1,0.045518547906493456,0.10249529124924323,0.1291024481688784,13.09000015258789,14.623076915740967,0,2.21,-0.06000000000000005,0,1,1,0,0,134.92479972839357,0.0,14.869999885559082,1,,,,0,0
2013-11-01,1.0,1.0,1,1,0.03579370308916885,0.10008855747674443,0.12833043127362576,13.279999732971191,14.5401922922868,0,2.32,-0.010000000000000231,0,1,1,0,0,135.51763420104982,0.0,15.0600004196167,1,,,,0,0
2013-11-08,1.0,1.4,1,1,0.05223633059577004,0.09932258943085942,0.12771569589261966,12.899999618530273,14.43038458090562,1,2.45,0.20000000000000018,1,0,0,0,0,136.28477935791017,0.0,14.630000114440918,1,,,,0,0
2013-11-15,1.0,1.0,1,1,0.09104258258595777,0.09739865425716766,0.12739283486196917,12.1899995803833,14.349230729616606,0,2.4,-0.08000000000000007,0,1,1,0,0,137.10914764404296,0.0,14.800000190734863,1,,,,0,0
2013-11-22,1.0,1.4,1,1,0.090453156547319,0.09545863463131192,0.12734984517617504,12.260000228881836,14.293846112031202,1,2.44,0.020000000000000018,1,0,0,0,0,137.85970153808594,0.0,14.149999618530273,1,,,,0,0
2013-11-29,1.0,1.4,1,1,0.11141017402283726,0.09294159066845457,0.12728324012413458,13.699999809265137,14.252115341333242,1,2.47,0.08000000000000007,1,0,0,0,0,138.43744049072265,0.0,15.029999732971191,1,,,,0,0
2013-12-06,1.0,1.4,1,1,0.09504912490985507,0.09299398514552074,0.1271506325137139,13.789999961853027,14.21153842485868,1,2.58,0.10000000000000009,1,0,0,0,0,138.94602432250977,-0.00033183340460452015,14.949999809265137,1,,,,0,0
2013-12-13,1.0,1.22,0,1,0.056978331629633505,0.09513891523420737,0.12589387721678194,15.760000228881836,14.1876922754141,1,2.54,0.08999999999999986,0,0,0,0,1,139.34270477294922,-0.01596713471872735,16.270000457763672,1,,,,0,0
2013-12-20,1.0,1.4,1,1,0.06926949270714111,0.09287812353290675,0.12267652937335767,13.789999961853027,14.109807656361507,1,2.52,0.10999999999999988,1,0,0,0,0,139.84459915161133,0.0,15.010000228881836,1,,,,0,0
2013-12-27,1.0,1.4,1,1,0.0943587015202485,0.09332934237488077,0.12022819405483771,12.460000038146973,13.91249997799213,1,2.62,0.3200000000000003,1,0,0,0,0,140.50542373657225,0.0,13.979999542236328,1,,,,0,0
2014-01-03,1.0,1.4,1,1,0.08877310261269522,0.09324806534308684,0.12011586387490591,13.760000228881836,13.911153830014742,1,2.6,0.27,1,0,0,0,0,141.26714859008788,-0.005221693611119349,15.09000015258789,1,,,,0,0
2014-01-10,1.0,1.4,1,1,0.0873939623872233,0.0871962744032693,0.11997732759695934,12.140000343322754,13.887692304757925,1,2.49,0.14000000000000012,1,0,0,0,0,142.04788513183593,0.0,13.9399995803833,1,,,,0,0
2014-01-17,1.0,1.4,1,1,0.05875911321752958,0.08727875736614121,0.11971625506123268,12.4399995803833,13.887307680570162,1,2.44,0.16999999999999993,1,0,0,0,0,142.92770538330078,-0.0027151785366335,14.630000114440918,1,,,,0,0
2014-01-24,1.3,1.3,0,1,0.0222291328619022,0.09665385363994758,0.11954620021374242,18.139999389648438,13.98826920069181,1,2.38,0.16999999999999993,0,0,0,0,0,143.51853790283204,-0.02851095589587016,17.399999618530273,0,,,,0,0
2014-01-31,1.3,1.3,0,1,0.016669466026790536,0.0963036995779189,0.11919257101202502,18.40999984741211,14.094230743554922,1,2.33,0.010000000000000231,0,0,0,0,0,143.9482795715332,-0.03236698889709788,18.09000015258789,0,,,,0,0
2014-02-07,1.3,1.3,0,1,0.018983471493471793,0.09512556892570105,0.11885971842900471,15.289999961853027,14.137884580172026,0,2.41,-0.040000000000000036,0,0,0,0,0,144.349617767334,-0.02422063715237499,16.34000015258789,1,,,,0,0
2014-02-14,1.0,1.4,1,1,0.027598753024025813,0.09332078351051935,0.11852926100885114,13.569999694824219,14.15923072741582,1,2.43,0.03000000000000025,1,0,0,0,0,145.0003318786621,-0.0006514796218276553,15.170000076293945,1,,,,0,0
2014-02-21,1.0,1.0,0,1,0.022556003769327315,0.09360748717973935,0.11828878755458122,14.680000305175781,14.169038424125084,0,2.4,-0.040000000000000036,0,0,0,0,0,145.64656982421874,-0.0013579463273014625,15.640000343322754,1,,,,0,0
2014-02-28,1.0,1.0,1,1,0.03481454164937059,0.08848736171357573,0.11768567896844574,14.0,14.142884584573599,0,2.33,-0.14000000000000012,0,1,1,0,0,146.33494262695314,0.0,15.800000190734863,1,,,,0,0
2014-03-07,1.0,1.0,1,1,0.04610445449460965,0.08780262859770015,0.11668414348976608,14.109999656677246,14.172115344267626,0,2.42,-0.16000000000000014,0,1,1,0,0,146.93649368286134,0.0,15.869999885559082,1,,,,0,0
2014-03-14,1.0,1.0,0,1,0.04240407876602026,0.09160879696142823,0.11637577635213758,17.81999969482422,14.297499950115498,0,2.29,-0.25,0,0,0,0,0,147.3288230895996,-0.019122457247431,17.93000030517578,1,,,,0,0
2014-03-21,1.0,1.0,0,1,0.03008269668631769,0.09153951883020911,0.11601724640513046,15.0,14.324999955984262,0,2.3,-0.2200000000000002,0,0,0,0,0,147.80657043457032,-0.006577180136544736,16.18000030517578,1,,,,0,0
2014-03-28,1.0,1.0,0,1,0.013373233077851321,0.08980484104169632,0.11564583520980971,14.40999984741211,14.357884572102474,0,2.28,-0.3400000000000003,0,0,0,0,0,148.21173171997071,-0.010365090673962851,15.460000038146973,1,,,,0,0
2014-04-04,1.0,1.0,1,1,0.02368988386010784,0.08959930171747438,0.11531878380805811,13.960000038146973,14.35865380213811,0,2.31,-0.29000000000000004,0,1,1,0,0,148.54252395629882,-0.005510286760024852,14.960000038146973,1,,,,0,0
2014-04-11,1.0,1.0,0,1,-0.009932258769419722,0.09917739254774478,0.11470111472752917,17.030000686645508,14.4542307303502,0,2.26,-0.23000000000000043,0,0,0,0,0,148.64314193725585,-0.03159938213582236,16.790000915527344,0,,,,0,0
2014-04-18,1.0,1.0,1,1,0.019454387195498413,0.10041487604920556,0.11385086296385462,13.359999656677246,14.423269180151133,0,2.3,-0.14000000000000012,0,1,1,0,0,148.93515319824218,-0.005563272205491687,14.84000015258789,1,,,,0,0
2014-04-25,1.0,1.0,1,1,0.045962497068885666,0.10014898154591201,0.11330200441628653,14.0600004196167,14.43192304097689,0,2.25,-0.1299999999999999,0,1,1,0,0,149.2255126953125,-0.006096619109485335,15.180000305175781,1,,,,0,0
2014-05-02,1.0,1.0,1,1,0.06010776348543301,0.10059205188203489,0.11252487758215401,12.90999984741211,14.4330768768604,0,2.18,-0.1499999999999999,0,1,1,0,0,149.70238647460937,0.0,14.680000305175781,1,,,,0,0
2014-05-09,1.0,1.0,1,1,0.050698785264933655,0.10059919473993198,0.11138045111286222,12.920000076293945,14.43942302923936,0,2.22,-0.18999999999999995,0,1,1,0,0,149.99600677490236,-0.00053136923299546,14.380000114440918,1,,,,0,0
2014-05-16,1.0,1.0,1,1,0.02640947513228986,0.09883954266927623,0.11110383251254856,12.4399995803833,14.43923071714548,0,2.14,-0.29000000000000004,0,1,1,0,0,150.20028991699218,-5.3107087856885116e-05,14.329999923706055,1,,,,0,0
2014-05-23,1.0,1.0,1,1,0.03969867783104508,0.09983412591777598,0.11040611781670569,11.359999656677246,14.38865379186777,0,2.17,-0.22999999999999998,0,1,1,0,0,150.53738861083986,0.0,13.619999885559082,1,,,,0,0
2014-05-30,1.0,1.0,1,1,0.03886574175380364,0.1007577040258717,0.10966740378253285,11.399999618530273,14.294423029972958,0,2.11,-0.2200000000000002,0,1,1,0,0,150.91876220703125,0.0,13.75,1,,,,0,0
2014-06-06,1.0,1.0,1,1,0.04240053005402311,0.10184287059194086,0.10925604448871538,10.729999542236328,14.209615322259756,0,2.19,-0.22999999999999998,0,1,1,0,0,151.43058395385742,0.0,12.829999923706055,1,,,,0,0
2014-06-13,1.0,1.0,1,1,0.05592319497634879,0.0990428566591463,0.10881025365371566,12.180000305175781,14.114038412387554,0,2.15,-0.14000000000000012,0,1,1,0,0,152.0843292236328,-0.006397906599140635,13.789999961853027,1,,,,0,0
2014-06-20,1.0,1.0,1,1,0.05735163332464821,0.09537572220077922,0.10860792868599049,10.850000381469727,13.959230734751774,0,2.13,-0.16999999999999993,0,1,1,0,0,152.87904586791993,0.0,12.869999885559082,1,,,,0,0
2014-06-27,1.0,1.0,1,1,0.06074878916527893,0.094541361070181,0.10777134193447664,11.260000228881836,13.85153841972351,0,2.09,-0.18999999999999995,0,1,1,0,0,153.6079216003418,-0.0006123486963888203,12.819999694824219,1,,,,0,0
2014-07-04,1.0,1.0,1,1,0.0684000378070393,0.09464305665052983,0.10639786341998114,10.319999694824219,13.76365379186777,0,2.13,-0.18000000000000016,0,1,1,0,0,154.25808639526366,0.0,12.239999771118164,1,,,,0,0
2014-07-11,1.0,1.0,1,1,0.08838135370810529,0.09588937319368314,0.10629380852217578,12.079999923706055,13.729807633620043,0,2.05,-0.20999999999999996,0,1,1,0,0,154.84836349487304,-0.00802218236117247,13.279999732971191,1,,,,0,0
2014-07-18,1.0,1.0,1,1,0.06581524718321052,0.09558555248727747,0.10601304670345618,12.0600004196167,13.720576873192421,0,1.99,-0.30999999999999983,0,1,1,0,0,155.3862503051758,-0.002472459875470734,13.359999656677246,1,,,,0,0
2014-07-25,1.0,1.0,1,1,0.06644169853748627,0.08565835141030995,0.10575777630834586,12.6899995803833,13.719999936910776,0,1.95,-0.30000000000000004,0,1,1,0,0,155.84454498291015,-0.0024214648622759016,14.0,1,,,,0,0
2014-08-01,1.3,1.3,0,1,0.028514528120153315,0.09546449965592595,0.10523217681221496,17.030000686645508,13.817115343534029,0,2.05,-0.13000000000000034,0,0,0,0,0,156.23508682250977,-0.02875883960518777,16.780000686645508,0,,,,0,0
2014-08-08,1.0,1.0,0,1,0.03301733405560214,0.09518469767617112,0.10421313336662673,15.770000457763672,13.862499970656176,0,1.99,-0.2300000000000002,0,0,0,0,0,156.56004104614257,-0.025025121852724874,16.690000534057617,1,,,,0,0
2014-08-15,1.0,1.0,1,1,0.04577427632528375,0.09127724739272136,0.10403054403534961,13.149999618530273,13.839038427059467,0,1.92,-0.2200000000000002,0,1,1,0,0,157.01560668945314,-0.01251265483983055,14.420000076293945,1,,,,0,0
2014-08-22,1.0,1.0,1,1,0.051454954856257284,0.09349863996641095,0.10402700328499259,11.470000267028809,13.790769210228554,0,1.87,-0.2999999999999998,0,1,1,0,0,157.5762840270996,0.0,13.510000228881836,1,,,,0,0
2014-08-29,1.0,1.0,1,1,0.046667422494043986,0.09265901657487825,0.1039788581127572,12.09000015258789,13.696153824145977,0,1.87,-0.23999999999999977,0,1,1,0,0,158.39873962402345,0.0,14.260000228881836,1,,,,0,0
2014-09-05,1.0,1.0,1,1,0.03425994936889154,0.09205153097862952,0.10382587627321149,12.09000015258789,13.62384612743671,0,1.94,-0.25,0,1,1,0,0,159.03852005004882,0.0,14.079999923706055,1,,,,0,0
2014-09-12,1.0,1.0,1,1,0.030671003591045798,0.08827690181698815,0.10328827795169403,13.3100004196167,13.607499984594492,0,2.04,-0.10999999999999988,0,1,1,0,0,159.60121841430663,-0.00984576711055829,15.039999961853027,1,,,,0,0
2014-09-19,1.0,1.0,1,1,0.029081243263546774,0.08823404236307011,0.1025291227550756,12.109999656677246,13.58807690326984,0,2.0,-0.1299999999999999,0,1,1,0,0,160.19452285766602,0.0,14.380000114440918,1,,,,0,0
2014-09-26,1.0,1.0,0,1,0.015346423787451213,0.0910594871038031,0.10230388255457386,14.850000381469727,13.576346140641432,0,1.95,-0.1399999999999999,0,0,0,0,0,160.676602935791,-0.01395085726133316,16.020000457763672,1,,,,0,0
2014-10-03,1.0,1.0,0,1,-0.0038411547600041285,0.09206878571617841,0.10191147072908716,14.550000190734863,13.5342307640956,0,1.88,-0.25,0,0,0,0,0,161.09818649291992,-0.02082672724558754,16.040000915527344,1,,,,0,0
2014-10-10,1.3,1.3,0,1,-0.02634293818831379,0.09493698568134316,0.1018056761577144,21.239999771118164,13.640384600712704,0,1.86,-0.18999999999999972,0,0,0,0,0,161.17968826293946,-0.050622502321881147,19.93000030517578,0,,,,0,0
2014-10-17,0.6,0.6,0,0,-0.04227881729349703,0.0894697513678716,0.10145209769665367,21.989999771118164,13.812499981660109,0,1.83,-0.15999999999999992,0,0,0,0,0,161.08090362548828,-0.06093653807862054,21.25,0,,,,0,0
2014-10-24,1.7,1.7,0,1,-0.00188075745440075,0.10683751331738975,0.10145209769665367,16.110000610351562,13.87057691354018,0,1.88,-0.07000000000000006,0,0,0,0,0,161.19976654052735,-0.021275456573552343,17.920000076293945,1,,,,0,0
2014-10-31,1.7,1.7,0,1,0.05248149924099832,0.11179795981397282,0.10145209769665367,14.029999732971191,13.884999990463257,0,1.85,-0.19999999999999973,0,0,0,0,0,161.58499298095703,0.0,16.510000228881836,1,,,,0,0
2014-11-07,1.7,1.7,0,1,0.057185336021414734,0.11189037529355439,0.10145209769665367,13.119999885559082,13.889230764829195,0,1.81,-0.17999999999999994,0,0,0,0,0,161.92726669311523,0.0,15.829999923706055,1,,,,0,0
2014-11-14,1.7,1.7,0,1,0.04840975594168406,0.11180720312376852,0.10145209769665367,13.3100004196167,13.910769242506762,0,1.78,-0.1399999999999999,0,0,0,0,0,162.31152114868163,0.0,15.960000038146973,1,,,,0,0
2014-11-21,1.0,1.0,0,1,0.04245236251445972,0.11176254634297647,0.10145209769665367,12.899999618530273,13.923076923076923,0,1.78,-0.09000000000000008,0,0,0,0,0,162.69870071411134,0.0,15.789999961853027,1,,,,0,0
2014-11-28,1.0,1.0,0,1,0.03716032492771926,0.11105181042420151,0.10145209769665367,13.329999923706055,13.915961540662325,0,1.71,-0.16000000000000014,0,0,0,0,0,163.1724639892578,0.0,15.930000305175781,1,,,,0,0
2014-12-05,1.0,1.0,0,1,0.03909420571542821,0.10993264397272919,0.10145209769665367,11.890000343322754,13.87942308645982,0,1.66,-0.28,0,0,0,0,0,163.63408660888672,0.0,15.300000190734863,1,,,,0,0
2014-12-12,1.0,1.3,0,1,0.013554604562957318,0.12125261777680517,0.10152117307450283,21.079999923706055,13.981730772898747,0,1.54,-0.5,0,0,0,0,0,163.80250854492186,-0.034182486580585425,21.0,0,,,,0,1
2014-12-19,1.0,1.0,0,1,0.03467797970443676,0.12833161836664414,0.10152117307450283,16.489999771118164,14.033653846153847,0,1.5,-0.5,0,0,0,0,0,164.4636703491211,-0.0016353679858546188,18.469999313354492,1,,,,0,0
2014-12-26,1.0,1.0,0,1,0.05907214630202495,0.1285856111673306,0.10152117307450283,14.5,14.07288461465102,0,1.52,-0.42999999999999994,0,0,0,0,0,165.17400054931642,0.0,17.15999984741211,1,,,,0,0
2015-01-02,1.0,1.0,0,1,0.05110821433632018,0.1301172319162604,0.10152117307450283,17.790000915527344,14.150384627855741,0,1.46,-0.41999999999999993,0,0,0,0,0,165.65804748535157,-0.01444044087189289,19.459999084472656,1,,,,0,0
2015-01-09,1.0,1.0,0,1,0.07786938445865776,0.12979442985449513,0.10152117307450283,17.549999237060547,14.25442306811993,0,1.39,-0.4700000000000002,0,0,0,0,0,165.9510009765625,-0.020101790257546548,19.31999969482422,1,,,,0,0
2015-01-16,1.3,1.3,0,1,0.07572996620266981,0.13134293520483367,0.10152117307450283,20.950000762939453,14.41807693701524,0,1.34,-0.49,0,0,0,0,0,166.07316513061522,-0.032671232283366436,21.149999618530273,1,,,,0,0
2015-01-23,1.0,1.0,0,1,0.049235461084149446,0.13307962859500652,0.10152117307450283,16.65999984741211,14.38961540735685,0,1.29,-0.5899999999999999,0,0,0,0,0,166.317236328125,-0.01664725775709619,19.0,1,,,,0,0
2015-01-30,1.3,1.3,0,1,-0.005500324769881937,0.13331609930456642,0.10152117307450283,20.969999313354492,14.43884616631728,0,1.21,-0.6400000000000001,0,0,0,0,0,166.41389999389648,-0.04312976755097864,21.81999969482422,1,,,,0,0
2015-02-06,1.0,1.0,0,1,0.016447740368447095,0.13934553569974836,0.10152117307450283,17.290000915527344,14.47730772311871,0,1.3,-0.51,0,0,0,0,0,166.66034088134765,-0.013864803317058416,19.8799991607666,1,,,,0,0
2015-02-13,1.0,1.0,0,1,0.03279360835190048,0.1409099883606963,0.10152117307450283,14.6899995803833,14.498846182456383,0,1.36,-0.41999999999999993,0,0,0,0,0,167.1972328186035,0.0,18.1299991607666,1,,,,0,0
2015-02-20,1.0,1.0,0,1,0.027703704261471174,0.1394228904970095,0.10152117307450283,14.300000190734863,14.491538487947905,0,1.46,-0.32000000000000006,0,0,0,0,0,167.8514045715332,0.0,17.290000915527344,1,,,,0,0
2015-02-27,1.0,1.0,0,1,0.022309979300139116,0.13945239167362886,0.10152117307450283,13.34000015258789,14.47884618318998,0,1.37,-0.33999999999999986,0,0,0,0,0,168.7278160095215,-0.0027456608954405937,16.889999389648438,1,,,,0,0
2015-03-06,1.0,1.0,0,1,0.003102032977961411,0.14161803723672622,0.10152117307450283,15.199999809265137,14.4998077245859,0,1.51,-0.1499999999999999,0,0,0,0,0,169.5586265563965,-0.017704706691490824,17.510000228881836,1,,,,0,0
2015-03-13,1.0,1.0,0,1,0.03024503208039797,0.14133364956602743,0.10152117307450283,16.0,14.464807730454664,0,1.45,-0.09000000000000008,0,0,0,0,0,169.99249572753905,-0.025610584200892572,17.889999389648438,1,,,,0,0
2015-03-20,1.0,1.0,0,1,0.023383564091837394,0.14496623113180027,0.10152117307450283,13.020000457763672,14.42673081618089,0,1.33,-0.16999999999999993,0,0,0,0,0,170.43952865600585,0.0,16.709999084472656,1,,,,0,0
2015-03-27,1.0,1.0,0,1,-0.008547404442132756,0.14734902764047347,0.10152117307450283,15.069999694824219,14.439423120938814,0,1.37,-0.1499999999999999,0,0,0,0,0,170.6231475830078,-0.022194634701952376,17.389999389648438,1,,,,0,0
2015-04-03,1.0,1.0,0,1,0.009402013433292833,0.1467525880598526,0.10152117307450283,14.670000076293945,14.453076967826256,0,1.37,-0.08999999999999986,0,0,0,0,0,170.79881744384767,-0.018867858732329212,17.219999313354492,1,,,,0,0
2015-04-10,1.0,1.0,0,1,0.0329379467471651,0.13987877012723987,0.10152117307450283,12.579999923706055,14.367500030077421,0,1.39,0.0,0,0,0,0,0,171.02374038696288,-0.0017584138183254217,15.460000038146973,1,,,,0,0
2015-04-17,1.0,1.22,0,1,0.035948031060739405,0.13967836240671724,0.10152117307450283,13.890000343322754,14.37769235097445,1,1.36,0.020000000000000018,0,0,0,0,1,171.14032287597655,-0.011691490349429179,16.139999389648438,1,,,,0,0
2015-04-24,1.0,1.22,0,1,0.03719903070283026,0.1298200624349078,0.10152117307450283,12.289999961853027,14.343653880632841,1,1.39,0.09999999999999987,0,0,0,0,1,171.37785110473632,0.0,15.260000228881836,1,,,,0,0
2015-05-01,1.0,1.22,0,1,0.06122149024814494,0.1256282929355635,0.10152117307450283,12.699999809265137,14.339615418360783,1,1.52,0.31000000000000005,0,0,0,0,1,171.86948852539064,-0.004393679965027375,15.380000114440918,1,,,,0,0
2015-05-08,1.0,1.22,0,1,0.034126025271459026,0.1253485131852736,0.10152117307450283,12.859999656677246,14.338461564137386,1,1.57,0.27,0,0,0,0,1,172.11977767944336,-0.00014161698516335086,15.5600004196167,1,,,,0,0
2015-05-15,1.0,1.22,0,1,0.017200451209483214,0.12532933698562632,0.10152117307450283,12.380000114440918,14.337307728253878,1,1.59,0.22999999999999998,0,0,0,0,1,172.32467193603514,0.0,15.569999694824219,1,,,,0,0
2015-05-22,1.0,1.22,0,1,0.012785579305403028,0.12448728678430221,0.1022669440191874,12.130000114440918,14.352115429364718,1,1.57,0.1100000000000001,0,0,0,0,1,172.67707595825195,0.0,14.479999542236328,1,,,,0,0
2015-05-29,1.0,1.22,0,1,0.006752902982089637,0.12533665530720345,0.1022669440191874,13.84000015258789,14.399038516558134,1,1.51,0.1399999999999999,0,0,0,0,1,173.00139770507812,-0.008685825094819966,15.380000114440918,1,,,,0,0
2015-06-05,1.0,1.22,0,1,0.01545261057054037,0.12574268911081163,0.1022669440191874,14.210000038146973,14.465961603017954,1,1.68,0.16999999999999993,0,0,0,0,1,173.37722473144532,-0.015117967393082021,15.960000038146973,1,,,,0,0
2015-06-12,1.0,1.22,0,1,0.024862727384135752,0.11470868054288035,0.1022669440191874,13.779999732971191,14.49673082278325,1,1.65,0.19999999999999996,0,0,0,0,1,173.6247314453125,-0.013991298242036154,15.609999656677246,1,,,,0,0
2015-06-19,1.0,1.22,0,1,0.006774644492228532,0.10551494575946055,0.1022669440191874,13.960000038146973,14.556538508488583,1,1.61,0.28,0,0,0,0,1,174.17672805786134,-0.005420878793325423,15.90999984741211,1,,,,0,0
