date,spy_return,model_return,regime,v17_signal
2025-11-28,0.036963362537681066,0.04772153472490248,CALM_BULL_BOOST,1.07
2025-12-05,0.003365588310136003,0.0034168989160912044,CALM_BULL_BOOST,1.07
2025-12-12,-0.005731491891449836,-0.006214257821365421,DUAL_BOOST,1.25
2025-12-19,0.0012337582474888364,0.0011072074124320874,DUAL_BOOST,1.25
2025-12-26,0.01428165868240372,0.01764174220183934,DUAL_BOOST,1.25
2026-01-02,-0.010343166003722648,-0.013142803648085066,DUAL_BOOST,1.25
2026-01-09,0.01595501466866245,0.019681688525864827,DUAL_BOOST,1.25
2026-01-16,-0.0034722813138658992,-0.0046030875398761495,DUAL_BOOST,1.25
2026-01-23,-0.003513314803889944,-0.004758693471982545,DUAL_BOOST,1.25
2026-01-30,0.003975460654394469,0.004802717908018117,DUAL_BOOST,1.25
2026-02-06,-0.001950937693641075,-0.0027586750678554317,YC_BOOST,1.12
2026-02-13,-0.012843508237108003,-0.01462424204174173,YC_BOOST,1.12
2026-02-20,0.01126517926956394,0.012534964906635304,DUAL_BOOST,1.25
2026-02-27,-0.004989677188090513,-0.0064544377730655356,YC_BOOST,1.12
2026-03-06,-0.019839946812501674,-0.02242886808471467,YC_BOOST,1.12
2026-03-13,-0.015006367038130186,-0.016954460330645738,NORMAL,1.0
2026-03-20,-0.018041555783047003,-0.018099879734653435,DEFENSIVE,0.6
2026-03-27,-0.022326009999274365,-0.013170608941842632,DEFENSIVE,0.6
2026-04-03,0.034285336961040525,0.02681536027263065,NORMAL,1.0
2026-04-10,0.036030685188316536,0.03282737182076101,NORMAL,1.0
2026-04-17,0.045153492013715324,0.045153492013715324,CALM_BULL_BOOST,1.07
2026-04-24,0.0053510402379592925,0.005642253068631753,NORMAL,1.0
2026-05-01,0.009398579642141414,0.00936331145212077,CALM_BULL_BOOST,1.07
2026-05-08,0.02354814421455509,0.02508356446963056,CALM_BULL_BOOST,1.07
