currency,initial_capital,total_injected,net_capital_contributed,start_signal_date,last_data_date,latest_signal_date,latest_tracker_action,rows_in_ledger,tracked_weeks,closed_weeks,pending_signal_weeks,model_equity,spy_equity,model_total_return,spy_total_return,excess_return,model_sharpe,spy_sharpe,model_max_drawdown,spy_max_drawdown,latest_target_allocation
SGD,10000.0,200.0,10200.0,2026-05-01,2026-06-18,2026-06-19,appended_new_signal,8,7,6,1,10610.627024342408,10590.808415478587,0.04081765898540701,0.03887290169901947,0.001944757286387544,1.599926457222071,1.7713027159827428,-0.055546108177983555,-0.04494652583696379,"SPY 90.0%,  SPXL 10.0%"
